income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,married_cd,bar_no,neighbor_income,age,client_segment,sect_empl,fam_adult_size,children_no,tenure_mts,tenure_yrs,claims_no,claims_am,nights_booked,shop_am,score_pos,score_neg,male,female,cash/debitcard_use,creditcard_use,not_insured,insured,no_spa,spa,no_empl,empl,no_sport,sport,no_marketing_perm,marketing_perm,no_dining,dining,no_presidential,yes_presidential,no_prev_stay,perv_stay,no_prev_all_in_stay,yes_prev_all_in_stay,no_divorce,yes_divorce,no_company_card,company_card,no_shop_use,yes_shop_use,not_retired,yes_retired,no_gold_status,yes_gold_status,outcome_profit
6860.0,3305.0,3305.0,0.0,0,12000.0,6,1,6,32305.0,46,2,0,3,1,324,27,0,0.0,13,0,0.83695284455055,0.6397773151403763,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3823.7405714285687
227.0,0.0,5075.0,0.0,0,6000.0,6,1,2,21904.0,21,1,0,3,0,61,5,0,0.0,39,0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3463.851476190475
274.0,0.0,1660.0,0.0,0,0.0,1,1,0,29151.0,31,1,0,2,0,124,10,0,0.0,4,5,0.5340640986424618,0.4421008150293303,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3468.387777777774
1665.0,603.0,1942.0,0.0,0,0.0,8,1,2,31771.0,44,2,0,3,1,122,10,0,0.0,4,0,0.332876868001405,0.4401841697594864,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3825.4079523809482
912.0,100.0,2181.0,0.0,0,0.0,1,1,6,35747.0,48,2,0,3,0,242,20,0,0.0,1,0,0.9029586926527622,0.8411233195076436,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3788.9133650793606
2075.0,776.0,1927.0,0.0,0,0.0,5,1,3,28428.0,63,1,0,1,0,246,21,0,0.0,3,0,0.5956602749730663,0.961474971703767,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3785.5048412698375
227.0,0.0,1620.0,0.0,0,0.0,7,1,9,31645.0,27,1,0,1,0,135,11,0,0.0,3,0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3473.2154444444423
227.0,810.0,1620.0,0.0,0,0.0,1,1,8,39027.0,46,0,0,3,1,278,23,0,0.0,3,0,0.0,0.2625612526516012,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3793.7232857142817
227.0,0.0,1620.0,0.0,0,0.0,9,1,6,29113.0,50,0,0,1,0,278,23,0,0.0,2,0,0.0,0.3338745348892928,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3475.796492063489
2398.0,563.0,2886.0,41.0,1,11000.0,5,1,1,33460.0,53,1,0,1,0,347,29,0,0.0,94,0,0.4394775262436202,0.279559728455871,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3911.4175555555526
15186.0,3897.0,10953.0,0.0,0,12000.0,8,1,10,37783.0,59,3,0,2,0,396,33,0,0.0,3,9,0.2837991839557598,0.3858586084170409,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3921.1014603174594
227.0,0.0,2282.0,1539.0,2,6000.0,7,1,3,38238.0,32,1,0,3,0,147,12,1,0.0,18,0,0.3134130667349496,0.7182687788544648,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3595.4461904761883
5631.0,3289.0,6578.0,0.0,0,6500.0,5,1,8,36404.0,36,2,0,2,0,242,20,0,0.0,43,0,0.3281546874789506,0.419416704775255,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3829.3602380952348
5356.0,794.0,6251.0,0.0,0,0.0,9,1,6,31004.0,69,2,0,1,0,207,17,0,0.0,4,0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3799.3971746031707
3626.0,284.0,7375.0,0.0,2,15000.0,8,1,23,41152.0,46,2,0,3,2,478,40,0,0.0,1,8,0.5449670593147945,0.603595230798912,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3924.275317460315
227.0,0.0,1620.0,0.0,0,0.0,9,1,7,32103.0,44,1,0,2,0,278,23,0,0.0,4,0,0.0,0.5020328724278771,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3477.58941269841
867.0,903.0,1806.0,0.0,0,15000.0,7,1,9,35029.0,39,1,0,2,2,220,18,0,0.0,18,0,0.0474270007996298,0.4738921075601991,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3813.9328095238066
18234.0,949.0,30101.0,0.0,0,0.0,9,0,2,41095.0,76,3,0,1,0,26,2,0,0.0,1,0,0.1686854624639455,0.2218523304246923,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3795.258349206345
4851.0,803.0,5465.0,1307.0,2,13000.0,9,1,4,37604.0,46,2,0,2,0,306,26,0,0.0,115,0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3935.2393650793624
227.0,0.0,1620.0,0.0,0,0.0,2,0,1,28754.0,22,1,0,3,0,108,9,0,0.0,4,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3444.819222222222
6855.0,1664.0,8205.0,1634.0,7,6000.0,8,1,4,33188.0,33,1,0,2,0,105,9,0,0.0,1,0,0.0310725600709382,0.7885245974483047,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4024.3105714285707
228.0,0.0,14103.0,3343.0,3,3000.0,9,1,0,43127.0,37,1,0,3,0,107,9,0,0.0,4,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3589.0217142857136
703.0,894.0,1788.0,0.0,0,1500.0,4,0,12,29986.0,55,1,0,2,0,243,20,0,0.0,4,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3790.1852222222183
229.0,0.0,1621.0,0.0,0,0.0,2,1,5,31947.0,38,1,0,3,0,25,2,0,0.0,57,0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3447.299746031745
227.0,0.0,1620.0,0.0,0,12000.0,4,1,0,27364.0,46,1,0,2,0,78,7,0,0.0,35,0,0.0817297203852882,0.4256651164858091,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3487.2181904761883
334.0,0.0,1821.0,0.0,0,0.0,11,1,9,28976.0,38,1,0,2,0,338,28,0,0.0,1,0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3460.714412698411
242.0,915.0,1830.0,52.0,2,2500.0,3,1,2,32085.0,53,1,0,3,0,107,9,0,0.0,8,0,0.074346283608884,0.4054021580547343,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3924.042666666666
227.0,810.0,1620.0,0.0,0,0.0,9,1,6,34281.0,17,1,0,1,0,209,17,0,0.0,4,0,0.4462693049138794,0.4492410887633431,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3806.7147142857098
234.0,0.0,1635.0,0.0,0,0.0,5,1,2,26606.0,50,1,1,3,0,671,56,0,0.0,4,0,0.7422185476140095,0.4525651696789789,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3481.5918730158705
1797.0,955.5,1911.0,0.0,0,3000.0,9,0,5,32676.807933194155,67,1,0,1,0,245,20,0,0.0,69,0,0.4087284909351464,0.2325206156785564,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3797.2290952380918
640.0,0.0,1777.0,0.0,0,0.0,8,1,4,33665.0,54,2,0,3,0,443,37,1,199.0,2,0,0.5399912202419779,0.4584209294997949,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3486.087761904759
229.0,0.0,1663.0,0.0,0,3500.0,8,1,1,32509.0,47,1,0,2,0,371,31,0,0.0,4,0,0.9672656078826802,0.9859308822940964,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3458.067730158727
5565.0,5516.5,11033.0,0.0,1,15000.0,4,1,9,39366.0,35,3,0,3,3,333,28,0,0.0,21,8,0.9550070427918418,0.3254058890404084,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3938.44168253968
227.0,0.0,1623.0,0.0,0,0.0,10,1,3,32676.807933194155,31,1,0,2,0,221,18,0,0.0,3,0,0.6902822856960724,0.0986396500301031,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3465.674555555552
1492.0,429.0,8191.0,1774.0,3,13000.0,8,1,12,39747.0,38,1,0,2,3,408,34,0,0.0,26,0,0.0166421752145272,0.3734004585207917,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3963.095206349203
6766.0,3995.0,3995.0,207.0,1,13000.0,9,1,3,31305.0,44,2,0,3,1,325,27,0,0.0,74,0,0.2923209351810875,0.2878825066141896,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3939.593523809522
122993.0,6030.0,42142.0,0.0,0,5000.0,5,1,6,56332.0,61,5,0,1,0,357,30,0,0.0,30,0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3829.050396825395
387.0,7.0,1760.0,0.0,0,750.0,2,1,7,35756.0,23,1,0,2,0,210,18,0,0.0,38,0,0.1972998910598151,0.0866205661615665,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3479.456555555553
272.0,19.0,1628.0,0.0,0,0.0,5,1,8,33399.0,38,1,0,2,0,55,5,0,0.0,3,0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3794.395968253964
884.0,0.0,2907.0,0.0,0,1500.0,4,1,4,26306.0,57,1,0,2,0,324,27,0,0.0,3,0,0.1418625798466817,0.128893074173741,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3474.8430634920605
6174.0,5673.5,11347.0,0.0,0,4000.0,5,1,8,43934.0,73,3,0,1,0,551,46,0,0.0,21,0,0.971254562475653,0.4804532147867226,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3822.1001428571403
2613.0,906.0,1958.0,0.0,0,0.0,3,1,9,33770.0,71,2,0,1,0,122,10,0,0.0,4,0,0.7215910001524581,0.5255832925026672,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3802.688730158727
227.0,810.0,1620.0,0.0,0,0.0,4,0,7,26510.0,74,0,0,1,0,278,23,0,0.0,4,0,0.0,0.452518654078393,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3803.62798412698
227.0,0.0,1620.0,19.0,1,0.0,5,1,2,41523.0,41,1,0,3,0,51,4,0,0.0,4,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3550.91311111111
227.0,0.0,1620.0,0.0,0,4000.0,7,1,2,35419.0,67,1,0,1,0,671,56,0,0.0,39,0,0.2455056454820236,0.314408176052203,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3463.8363492063463
227.0,0.0,1620.0,1531.0,2,15000.0,10,1,1,36314.0,27,1,0,3,1,86,7,0,0.0,24,0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3594.044666666663
7030.0,31.0,11418.0,177.0,1,4000.0,10,1,8,34811.0,50,2,0,2,0,587,49,0,0.0,32,6,0.8194175564454025,0.5527583919272321,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3944.2566031745996
536.0,85.0,1897.0,0.0,0,10000.0,4,1,12,21100.0,46,1,0,3,1,164,14,0,0.0,66,0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3794.3059206349176
227.0,0.0,1627.0,0.0,0,0.0,11,1,42,36148.0,28,1,0,1,0,242,20,0,0.0,4,0,0.5745813568257654,0.871985848700329,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3457.0034603174568
566.0,0.0,2390.0,892.0,3,12000.0,2,1,4,37871.0,41,1,0,3,1,338,28,0,0.0,89,6,0.7719339461169684,0.9464874325602004,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3612.1657936507904
497.0,104.0,1686.0,0.0,0,0.0,7,1,7,38219.0,37,1,0,2,0,326,27,0,0.0,1,0,0.8016954323123694,0.8246492424685014,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3800.3455079365035
4090.0,1579.0,2292.0,0.0,0,0.0,9,1,3,36028.0,63,2,0,1,0,248,21,0,0.0,3,0,0.2298892101265734,0.4611437420666449,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3797.2518412698378
227.0,810.0,1620.0,0.0,0,0.0,10,1,8,33990.0,60,0,0,1,0,278,23,2,0.0,4,0,0.0,0.4904495783476893,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3812.8994285714252
18300.0,1464.0,21087.0,91.0,1,0.0,2,0,3,34923.0,50,3,2,3,2,252,21,1,0.0,60,0,0.3429407525506684,0.512432409302904,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3934.714253968252
1419.0,281.0,2522.0,0.0,0,15000.0,7,0,17,26018.0,38,1,0,2,3,287,24,0,0.0,40,0,0.5438120816464104,0.781731614966525,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3829.526015873013
227.0,0.0,1620.0,0.0,0,0.0,3,1,5,33056.0,46,0,0,2,0,278,23,0,0.0,4,0,0.0,0.7468280675791433,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3468.1972222222184
324.0,835.5,1671.0,0.0,0,750.0,3,1,7,39218.0,20,1,0,1,0,79,7,0,0.0,11,0,0.1908642689760367,0.3840173107426203,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3826.568904761901
270.0,16.0,1628.0,0.0,0,750.0,2,1,4,28047.0,17,1,0,1,0,79,7,0,0.0,1,0,0.2565502598662507,0.5730141120799348,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3812.9772698412658
245.0,0.0,1991.0,0.0,0,0.0,2,1,5,27191.0,32,1,0,2,0,268,22,0,0.0,2,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3466.5958253968233
855.0,261.0,1763.0,0.0,0,1500.0,6,1,4,36560.0,18,1,0,1,0,242,20,0,0.0,1,0,0.6256255643294166,0.3601836144791948,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3809.259174603171
4887.0,0.0,8581.0,348.0,1,4000.0,3,0,7,34206.0,55,2,0,2,0,246,21,0,0.0,3,0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3692.4718253968226
286.0,2.0,1716.0,1687.0,3,0.0,8,1,3,29807.0,38,1,0,2,0,288,24,0,0.0,63,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3568.197936507936
227.0,0.0,1788.0,0.0,0,0.0,10,1,0,29021.0,29,1,0,2,0,278,23,0,0.0,4,0,0.0,0.8296370349473684,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3475.025730158726
227.0,0.0,1620.0,0.0,0,0.0,8,1,9,32306.0,18,1,0,1,0,212,18,0,0.0,3,0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3463.0915873015856
2025.0,0.0,4366.0,0.0,0,15000.0,12,1,6,40170.0,58,2,0,1,0,364,30,0,0.0,70,8,0.6953513197099568,0.6516291508352756,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3471.9243492063474
564.0,867.5,1735.0,0.0,0,8000.0,7,1,9,32948.0,61,4,6,1,0,551,46,0,0.0,62,0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3819.3653809523767
